"",".","miRNA"
"hsa-mir-1268a_hsa-miR-1268a",0.000914814449538974,"hsa-miR-1268a"
"hsa-mir-550a-1_hsa-miR-550a-3p",0.00141547453762942,"hsa-miR-550a-3p"
"hsa-mir-1249_hsa-miR-1249",0.00223619390063549,"hsa-miR-1249"
"hsa-mir-139_hsa-miR-139-5p",6.1832772811834e-05,"hsa-miR-139-5p"
"hsa-mir-185_hsa-miR-185-3p",0.00111692249855912,"hsa-miR-185-3p"
"hsa-mir-1270-2_hsa-miR-1270",0.00037564458229967,"hsa-miR-1270"
"hsa-mir-579_hsa-miR-579-5p",0.00103955219177979,"hsa-miR-579-5p"
"hsa-mir-377_hsa-miR-377-5p",0.000854701631534942,"hsa-miR-377-5p"
"hsa-mir-22_hsa-miR-22-5p",0.00307966672844492,"hsa-miR-22-5p"
"hsa-mir-4731_hsa-miR-4731-5p",0.000424520571929926,"hsa-miR-4731-5p"
"hsa-mir-643_hsa-miR-643",0.000307221736147086,"hsa-miR-643"
"hsa-mir-550a-3_hsa-miR-550a-3p",0.0013071485445869,"hsa-miR-550a-3p"
"hsa-mir-1247_hsa-miR-1247-5p",0.000690537191783275,"hsa-miR-1247-5p"
"hsa-mir-5695_hsa-miR-5695",0.000303750423526598,"hsa-miR-5695"
"hsa-mir-548b_hsa-miR-548b-5p",0.000744112021423103,"hsa-miR-548b-5p"
"hsa-mir-4525_hsa-miR-4525",0.000559238936236241,"hsa-miR-4525"
"hsa-mir-941-1_hsa-miR-941",0.00108670247042519,"hsa-miR-941"
"hsa-mir-4714_hsa-miR-4714-3p",0.000407284695133962,"hsa-miR-4714-3p"
"hsa-mir-18a_hsa-miR-18a-5p",0.000379125683452906,"hsa-miR-18a-5p"
"hsa-mir-7851_hsa-miR-7851-3p",0.000228945778128309,"hsa-miR-7851-3p"
"hsa-mir-3691_hsa-miR-3691-5p",0.000473579805041642,"hsa-miR-3691-5p"
"hsa-mir-337_hsa-miR-337-3p",0.000604631767182041,"hsa-miR-337-3p"
"hsa-mir-181d_hsa-miR-181d-3p",0.00125991133395705,"hsa-miR-181d-3p"
"hsa-mir-181a-2_hsa-miR-181a-2-3p",0.000791594701813131,"hsa-miR-181a-2-3p"
"hsa-mir-369_hsa-miR-369-3p",0.000946567419286501,"hsa-miR-369-3p"
"hsa-mir-218-2_hsa-miR-218-5p",0.000599276030290025,"hsa-miR-218-5p"
"hsa-mir-181a-1_hsa-miR-181a-3p",0.000296087592677417,"hsa-miR-181a-3p"
"hsa-mir-216a_hsa-miR-216a-3p",0.000586186298142384,"hsa-miR-216a-3p"
"hsa-mir-532_hsa-miR-532-3p",0.0013439026490007,"hsa-miR-532-3p"
"hsa-mir-484_hsa-miR-484",0.00301069349740791,"hsa-miR-484"
"hsa-mir-664b_hsa-miR-664b-3p",0.000387581553639473,"hsa-miR-664b-3p"
"hsa-mir-379_hsa-miR-379-5p",8.36682061000238e-05,"hsa-miR-379-5p"
"hsa-mir-506_hsa-miR-506-3p",0.000487840740516421,"hsa-miR-506-3p"
"hsa-mir-6727_hsa-miR-6727-3p",0.00145464810389678,"hsa-miR-6727-3p"
"hsa-mir-3620_hsa-miR-3620-5p",0.00105817562378318,"hsa-miR-3620-5p"
"hsa-mir-24-2_hsa-miR-24-2-5p",0.00156069790797737,"hsa-miR-24-2-5p"
"hsa-mir-4687_hsa-miR-4687-5p",0.000592658994058739,"hsa-miR-4687-5p"
"hsa-mir-449a_hsa-miR-449a",0.000494057237256466,"hsa-miR-449a"
"hsa-mir-205_hsa-miR-205-5p",0.0011788252607607,"hsa-miR-205-5p"
"hsa-mir-124-1_hsa-miR-124-3p",0.00109955213785935,"hsa-miR-124-3p"
"hsa-mir-148b_hsa-miR-148b-3p",0.0028745289992187,"hsa-miR-148b-3p"
"hsa-mir-378f_hsa-miR-378f",0.000190968043690667,"hsa-miR-378f"
"hsa-mir-10b_hsa-miR-10b-3p",0.000481151720903238,"hsa-miR-10b-3p"
"hsa-mir-93_hsa-miR-93-5p",0.000806997213449702,"hsa-miR-93-5p"
"hsa-mir-1180_hsa-miR-1180-3p",0.00148041975331969,"hsa-miR-1180-3p"
"hsa-mir-4747_hsa-miR-4747-5p",3.625548449792e-05,"hsa-miR-4747-5p"
"hsa-mir-4638_hsa-miR-4638-5p",0.000212931641240244,"hsa-miR-4638-5p"
"hsa-mir-4646_hsa-miR-4646-5p",0.00157409363794203,"hsa-miR-4646-5p"
"hsa-mir-3617_hsa-miR-3617-5p",0.00100831518440266,"hsa-miR-3617-5p"
"hsa-mir-3178_hsa-miR-3178",0.000309344108313824,"hsa-miR-3178"
"hsa-mir-3609_hsa-miR-3609",5.92661944658532e-05,"hsa-miR-3609"
"hsa-mir-548at_hsa-miR-548at-5p",0.000446312673466813,"hsa-miR-548at-5p"
"hsa-mir-196b_hsa-miR-196b-3p",0.000731870037054592,"hsa-miR-196b-3p"
"hsa-mir-9-3_hsa-miR-9-5p",0.0018101785119077,"hsa-miR-9-5p"
"hsa-mir-663a_hsa-miR-663a",0.000156403680038907,"hsa-miR-663a"
"hsa-mir-125b-2_hsa-miR-125b-5p",0.000438583125987217,"hsa-miR-125b-5p"
"hsa-mir-6855_hsa-miR-6855-5p",0.000731950593853253,"hsa-miR-6855-5p"
"hsa-mir-31_hsa-miR-31-3p",0.000630581335168294,"hsa-miR-31-3p"
"hsa-mir-4524a_hsa-miR-4524a-3p",0.000513966072857268,"hsa-miR-4524a-3p"
"hsa-mir-125b-1_hsa-miR-125b-5p",0.000430796705782395,"hsa-miR-125b-5p"
"hsa-mir-1237_hsa-miR-1237-3p",0.000984257946490587,"hsa-miR-1237-3p"
"hsa-mir-151a_hsa-miR-151a-3p",0.0023682841362979,"hsa-miR-151a-3p"
"hsa-mir-4459_hsa-miR-4459",3.80937602077032e-06,"hsa-miR-4459"
"hsa-mir-146b_hsa-miR-146b-5p",0.00104941042209863,"hsa-miR-146b-5p"
"hsa-mir-548e_hsa-miR-548e-5p",0.00149433646469223,"hsa-miR-548e-5p"
"hsa-mir-4742_hsa-miR-4742-3p",0.000436687954885006,"hsa-miR-4742-3p"
"hsa-mir-4791_hsa-miR-4791",0.00119662984909658,"hsa-miR-4791"
"hsa-mir-3138_hsa-miR-3138",0.000296417839367951,"hsa-miR-3138"
"hsa-mir-3687_hsa-miR-3687",0.000761051134793974,"hsa-miR-3687"
"hsa-mir-378d-1_hsa-miR-378d",0.00174907547430868,"hsa-miR-378d"
"hsa-mir-210_hsa-miR-210-5p",0.000854516668452433,"hsa-miR-210-5p"
"hsa-mir-548d-2_hsa-miR-548d-3p",0.000254678221992282,"hsa-miR-548d-3p"
"hsa-mir-216b_hsa-miR-216b-5p",0.000228882337654938,"hsa-miR-216b-5p"
"hsa-mir-3130-2_hsa-miR-3130-5p",0.000241692287430983,"hsa-miR-3130-5p"
"hsa-mir-20b_hsa-miR-20b-5p",0.000637221766401034,"hsa-miR-20b-5p"
"hsa-mir-548z_hsa-miR-548z",0.000513598592030364,"hsa-miR-548z"
"hsa-mir-1913_hsa-miR-1913",0.000399477668073433,"hsa-miR-1913"
"hsa-mir-941-4_hsa-miR-941",0.00126282265229821,"hsa-miR-941"
"hsa-mir-422a_hsa-miR-422a",0.00113775553805767,"hsa-miR-422a"
"hsa-mir-6740_hsa-miR-6740-5p",1.37211368036048e-05,"hsa-miR-6740-5p"
"hsa-mir-6837_hsa-miR-6837-5p",0.000304037276535352,"hsa-miR-6837-5p"
"hsa-mir-219b_hsa-miR-219b-5p",0.000764164076223566,"hsa-miR-219b-5p"
"hsa-mir-519a-1_hsa-miR-519a-3p",0.000312494292720265,"hsa-miR-519a-3p"
"hsa-mir-3177_hsa-miR-3177-3p",0.000196570347295968,"hsa-miR-3177-3p"
"hsa-mir-1270-1_hsa-miR-1270",0.000674538331930204,"hsa-miR-1270"
"hsa-mir-212_hsa-miR-212-3p",0.000272960429570535,"hsa-miR-212-3p"
"hsa-mir-1254-2_hsa-miR-1254",1.62018147567816e-05,"hsa-miR-1254"
"hsa-mir-548d-1_hsa-miR-548d-3p",6.47471510822787e-05,"hsa-miR-548d-3p"
"hsa-mir-4999_hsa-miR-4999-5p",0.0003739741200985,"hsa-miR-4999-5p"
"hsa-mir-3619_hsa-miR-3619-3p",0.000867130130386717,"hsa-miR-3619-3p"
"hsa-mir-3614_hsa-miR-3614-5p",0.000640535739760376,"hsa-miR-3614-5p"
"hsa-mir-942_hsa-miR-942-3p",0.00101506719779016,"hsa-miR-942-3p"
"hsa-mir-6807_hsa-miR-6807-5p",0.000885614514312492,"hsa-miR-6807-5p"
"hsa-mir-1273a_hsa-miR-1273a",0.000732819652566286,"hsa-miR-1273a"
"hsa-mir-3130-1_hsa-miR-3130-5p",6.76338603879162e-05,"hsa-miR-3130-5p"
"hsa-mir-548az_hsa-miR-548az-5p",0.000501673724038402,"hsa-miR-548az-5p"
"hsa-mir-4449_hsa-miR-4449",0.000446224938119877,"hsa-miR-4449"
"hsa-mir-6511a-3_hsa-miR-6511a-3p",0.00126397865447107,"hsa-miR-6511a-3p"
"hsa-mir-6842_hsa-miR-6842-3p",0.000240984779055545,"hsa-miR-6842-3p"
"hsa-mir-1254-1_hsa-miR-1254",0.000467679201771478,"hsa-miR-1254"
"hsa-mir-3158-2_hsa-miR-3158-5p",0.000799046961543628,"hsa-miR-3158-5p"
"hsa-mir-6765_hsa-miR-6765-5p",0.00070833128488398,"hsa-miR-6765-5p"
"hsa-mir-6511a-4_hsa-miR-6511a-3p",0.00145579410971493,"hsa-miR-6511a-3p"
"hsa-mir-19a_hsa-miR-19a-5p",3.81227707608854e-05,"hsa-miR-19a-5p"
"hsa-mir-652_hsa-miR-652-5p",2.00939923306454e-05,"hsa-miR-652-5p"
"hsa-mir-1227_hsa-miR-1227-3p",0.00160580137086788,"hsa-miR-1227-3p"
"hsa-mir-6514_hsa-miR-6514-3p",0.000989158362333066,"hsa-miR-6514-3p"
"hsa-mir-629_hsa-miR-629-5p",0.000707487908896192,"hsa-miR-629-5p"
"hsa-mir-100_hsa-miR-100-5p",7.41629667132087e-05,"hsa-miR-100-5p"
"hsa-mir-6812_hsa-miR-6812-3p",0.000972545171524439,"hsa-miR-6812-3p"
"hsa-mir-4754_hsa-miR-4754",0.00111380177148325,"hsa-miR-4754"
"hsa-mir-6804_hsa-miR-6804-5p",0.00130491905141228,"hsa-miR-6804-5p"
"hsa-mir-124-2_hsa-miR-124-3p",0.0012526593762503,"hsa-miR-124-3p"
"hsa-mir-618_hsa-miR-618",0.000268501055474814,"hsa-miR-618"
"hsa-mir-584_hsa-miR-584-5p",0.000923732398312862,"hsa-miR-584-5p"
"hsa-mir-129-1_hsa-miR-129-5p",0.00112737422271429,"hsa-miR-129-5p"
"hsa-mir-1228_hsa-miR-1228-3p",0.00051093195877539,"hsa-miR-1228-3p"
"hsa-mir-548h-4_hsa-miR-548h-3p",8.33617207474822e-05,"hsa-miR-548h-3p"
"hsa-mir-4444-2_hsa-miR-4444",0.000174755122468654,"hsa-miR-4444"
"hsa-mir-7706_hsa-miR-7706",0.000323371253940817,"hsa-miR-7706"
"hsa-mir-1273d_hsa-miR-1273d",7.21142821795865e-06,"hsa-miR-1273d"
"hsa-mir-431_hsa-miR-431-3p",0.00042754001386504,"hsa-miR-431-3p"
"hsa-mir-6743_hsa-miR-6743-3p",0.00146787871156115,"hsa-miR-6743-3p"
"hsa-mir-548q_hsa-miR-548q",0.000128620831333448,"hsa-miR-548q"
"hsa-mir-30c-2_hsa-miR-30c-2-3p",0.000592802594309658,"hsa-miR-30c-2-3p"
"hsa-mir-520g_hsa-miR-520g-3p",9.22671351097345e-05,"hsa-miR-520g-3p"
"hsa-mir-3667_hsa-miR-3667-3p",0.000654892678133028,"hsa-miR-3667-3p"
"hsa-mir-130a_hsa-miR-130a-3p",0.00109581783702907,"hsa-miR-130a-3p"
"hsa-mir-5683_hsa-miR-5683",0.000482026513732336,"hsa-miR-5683"
"hsa-mir-3065_hsa-miR-3065-3p",0.000554294170336646,"hsa-miR-3065-3p"
"hsa-mir-378g_hsa-miR-378g",0.000423363505420628,"hsa-miR-378g"
"hsa-mir-660_hsa-miR-660-3p",0.000721663716942813,"hsa-miR-660-3p"
"hsa-mir-3151_hsa-miR-3151-5p",0.000252939154679598,"hsa-miR-3151-5p"
"hsa-mir-5787_hsa-miR-5787",0.000526709161942967,"hsa-miR-5787"
"hsa-mir-301b_hsa-miR-301b",0.000551905595492143,"hsa-miR-301b"
"hsa-mir-19a_hsa-miR-19a-3p",0.000936992971340344,"hsa-miR-19a-3p"
"hsa-mir-125b-1_hsa-miR-125b-1-3p",0.000294383240268909,"hsa-miR-125b-1-3p"
"hsa-mir-487a_hsa-miR-487a-5p",0.000564943652460549,"hsa-miR-487a-5p"
"hsa-mir-151a_hsa-miR-151a-5p",0.00056435271936635,"hsa-miR-151a-5p"
"hsa-mir-576_hsa-miR-576-3p",8.57009222125832e-05,"hsa-miR-576-3p"
"hsa-mir-6797_hsa-miR-6797-3p",0.0011219773469708,"hsa-miR-6797-3p"
"hsa-mir-335_hsa-miR-335-3p",0.000268984756780731,"hsa-miR-335-3p"
"hsa-mir-660_hsa-miR-660-5p",0.00182217432674153,"hsa-miR-660-5p"
"hsa-let-7b_hsa-let-7b-3p",0.000817939697743639,"hsa-let-7b-3p"
"hsa-mir-1292_hsa-miR-1292-5p",0.0017768596054822,"hsa-miR-1292-5p"
"hsa-mir-3611_hsa-miR-3611",0.000934916584189251,"hsa-miR-3611"
"hsa-mir-1307_hsa-miR-1307-3p",5.80689139471865e-05,"hsa-miR-1307-3p"
"hsa-mir-6894_hsa-miR-6894-3p",0.000461539875626653,"hsa-miR-6894-3p"
"hsa-mir-5585_hsa-miR-5585-5p",1.88210098311352e-05,"hsa-miR-5585-5p"
"hsa-mir-503_hsa-miR-503-3p",0.000781846324911449,"hsa-miR-503-3p"
"hsa-mir-21_hsa-miR-21-5p",0.00159695278513152,"hsa-miR-21-5p"
"hsa-mir-1287_hsa-miR-1287-5p",0.000288476105599468,"hsa-miR-1287-5p"
"hsa-mir-1260b_hsa-miR-1260b",0.000107306865609318,"hsa-miR-1260b"
"hsa-mir-519a-2_hsa-miR-519a-3p",0.000203210028529272,"hsa-miR-519a-3p"
"hsa-mir-3607_hsa-miR-3607-5p",0.000280413413574604,"hsa-miR-3607-5p"
"hsa-mir-6859-3_hsa-miR-6859-5p",0.00184920809889095,"hsa-miR-6859-5p"
"hsa-mir-6859-1_hsa-miR-6859-5p",0.00179016229307705,"hsa-miR-6859-5p"
"hsa-mir-128-1_hsa-miR-128-1-5p",0.000230659195950718,"hsa-miR-128-1-5p"
"hsa-mir-25_hsa-miR-25-3p",0.000628600705913735,"hsa-miR-25-3p"
"hsa-mir-589_hsa-miR-589-5p",0.000567489415876847,"hsa-miR-589-5p"
"hsa-mir-6803_hsa-miR-6803-5p",7.23209274872156e-05,"hsa-miR-6803-5p"
"hsa-mir-19b-1_hsa-miR-19b-1-5p",0.000351273166186664,"hsa-miR-19b-1-5p"
"hsa-mir-548w_hsa-miR-548w",0.00119917903636996,"hsa-miR-548w"
"hsa-mir-708_hsa-miR-708-5p",0.00094667118093822,"hsa-miR-708-5p"
"hsa-mir-3912_hsa-miR-3912-3p",0.000685529676172809,"hsa-miR-3912-3p"
"hsa-mir-450a-2_hsa-miR-450a-2-3p",0.00121272414504295,"hsa-miR-450a-2-3p"
"hsa-mir-512-1_hsa-miR-512-3p",0.000381558396668087,"hsa-miR-512-3p"
"hsa-mir-6862-1_hsa-miR-6862-5p",0.000483877302244052,"hsa-miR-6862-5p"
"hsa-mir-3140_hsa-miR-3140-3p",0.00088189845803356,"hsa-miR-3140-3p"
"hsa-mir-6745_hsa-miR-6745",0.000368580456201623,"hsa-miR-6745"
"hsa-mir-149_hsa-miR-149-5p",0.000232210651020517,"hsa-miR-149-5p"
"hsa-mir-548au_hsa-miR-548au-5p",0.000180493568436469,"hsa-miR-548au-5p"
"hsa-mir-199a-2_hsa-miR-199a-5p",0.000191766568420671,"hsa-miR-199a-5p"
"hsa-mir-452_hsa-miR-452-3p",0.000236994080106388,"hsa-miR-452-3p"
"hsa-mir-1271_hsa-miR-1271-5p",0.000599950450840435,"hsa-miR-1271-5p"
"hsa-mir-186_hsa-miR-186-3p",0.000674528166761055,"hsa-miR-186-3p"
"hsa-mir-331_hsa-miR-331-5p",0.00060108794618254,"hsa-miR-331-5p"
"hsa-mir-942_hsa-miR-942-5p",0.00124803640217676,"hsa-miR-942-5p"
"hsa-mir-339_hsa-miR-339-5p",0.00089399304736261,"hsa-miR-339-5p"
"hsa-mir-199a-1_hsa-miR-199a-5p",0.000138117783988306,"hsa-miR-199a-5p"
"hsa-mir-516b-1_hsa-miR-516b-5p",0.000734923297438223,"hsa-miR-516b-5p"
"hsa-mir-3127_hsa-miR-3127-5p",0.0014019638670587,"hsa-miR-3127-5p"
"hsa-mir-6750_hsa-miR-6750-3p",0.00106310683728442,"hsa-miR-6750-3p"
"hsa-mir-548am_hsa-miR-548am-5p",0.00106016465634379,"hsa-miR-548am-5p"
"hsa-mir-5589_hsa-miR-5589-3p",0.000256188727945078,"hsa-miR-5589-3p"
"hsa-mir-205_hsa-miR-205-3p",0.00016088098366657,"hsa-miR-205-3p"
"hsa-mir-6855_hsa-miR-6855-3p",0.000601425983351128,"hsa-miR-6855-3p"
"hsa-mir-548o-2_hsa-miR-548o-5p",0.00160076603524933,"hsa-miR-548o-5p"
"hsa-mir-876_hsa-miR-876-5p",0.000213378054408944,"hsa-miR-876-5p"
"hsa-mir-664b_hsa-miR-664b-5p",0.000839939876651261,"hsa-miR-664b-5p"
"hsa-mir-152_hsa-miR-152-3p",1.99312287028389e-05,"hsa-miR-152-3p"
"hsa-mir-4504_hsa-miR-4504",0.00130133019075209,"hsa-miR-4504"
"hsa-mir-4659a_hsa-miR-4659a-3p",4.19339219962989e-05,"hsa-miR-4659a-3p"
"hsa-mir-6764_hsa-miR-6764-5p",7.03730995634005e-05,"hsa-miR-6764-5p"
"hsa-mir-616_hsa-miR-616-3p",0.00113014616782128,"hsa-miR-616-3p"
"hsa-mir-6739_hsa-miR-6739-5p",0.000427960088901143,"hsa-miR-6739-5p"
"hsa-mir-548ak_hsa-miR-548ak",0.000751800220208548,"hsa-miR-548ak"
"hsa-mir-548ax_hsa-miR-548ax",0.000440737334419821,"hsa-miR-548ax"
"hsa-mir-933_hsa-miR-933",0.000902269755693152,"hsa-miR-933"
"hsa-mir-3130-1_hsa-miR-3130-3p",8.28105505713291e-05,"hsa-miR-3130-3p"
"hsa-mir-762_hsa-miR-762",7.87368103731612e-05,"hsa-miR-762"
"hsa-mir-320e_hsa-miR-320e",0.000796101175681674,"hsa-miR-320e"
"hsa-mir-411_hsa-miR-411-3p",9.3209595414884e-05,"hsa-miR-411-3p"
"hsa-mir-219a-2_hsa-miR-219a-2-3p",0.000593181278354321,"hsa-miR-219a-2-3p"
"hsa-mir-4444-1_hsa-miR-4444",0.000329329795719641,"hsa-miR-4444"
"hsa-mir-129-2_hsa-miR-129-5p",0.000646631274057185,"hsa-miR-129-5p"
"hsa-mir-6862-2_hsa-miR-6862-5p",0.000246300142174565,"hsa-miR-6862-5p"
"hsa-mir-6805_hsa-miR-6805-5p",0.00110480481988686,"hsa-miR-6805-5p"
"hsa-mir-6514_hsa-miR-6514-5p",1.07604863901724e-05,"hsa-miR-6514-5p"
"hsa-mir-410_hsa-miR-410-3p",0.000352738194670904,"hsa-miR-410-3p"
"hsa-mir-3158-1_hsa-miR-3158-5p",0.000898579881701612,"hsa-miR-3158-5p"
"hsa-mir-7155_hsa-miR-7155-5p",0.00021622876325674,"hsa-miR-7155-5p"
"hsa-mir-3194_hsa-miR-3194-3p",0.000251553427780972,"hsa-miR-3194-3p"
"hsa-mir-4707_hsa-miR-4707-3p",0.000466399895984357,"hsa-miR-4707-3p"
"hsa-mir-1260a_hsa-miR-1260a",0.000400689450986904,"hsa-miR-1260a"
"hsa-mir-570_hsa-miR-570-3p",0.000638530400975045,"hsa-miR-570-3p"
"hsa-mir-1469_hsa-miR-1469",0.000619515551280276,"hsa-miR-1469"
"hsa-mir-145_hsa-miR-145-5p",0.000407181321674628,"hsa-miR-145-5p"
"hsa-mir-505_hsa-miR-505-3p",0.00271831842713034,"hsa-miR-505-3p"
"hsa-mir-450a-1_hsa-miR-450a-1-3p",0.000312848865547105,"hsa-miR-450a-1-3p"
"hsa-mir-6793_hsa-miR-6793-5p",0.000188952023500536,"hsa-miR-6793-5p"
"hsa-mir-328_hsa-miR-328-5p",0.000822591639505253,"hsa-miR-328-5p"
"hsa-mir-24-1_hsa-miR-24-3p",0.00209299454259242,"hsa-miR-24-3p"
"hsa-mir-4661_hsa-miR-4661-5p",0.000738890050230157,"hsa-miR-4661-5p"
"hsa-mir-3127_hsa-miR-3127-3p",0.000616264369374542,"hsa-miR-3127-3p"
"hsa-mir-5706_hsa-miR-5706",0.000257131966966541,"hsa-miR-5706"
"hsa-mir-6729_hsa-miR-6729-3p",0.000426866513018056,"hsa-miR-6729-3p"
"hsa-mir-185_hsa-miR-185-5p",3.98680753619369e-05,"hsa-miR-185-5p"
"hsa-mir-345_hsa-miR-345-3p",0.000991489378476653,"hsa-miR-345-3p"
"hsa-mir-3661_hsa-miR-3661",0.000254763411083617,"hsa-miR-3661"
"hsa-mir-342_hsa-miR-342-5p",0.00175520879117565,"hsa-miR-342-5p"
"hsa-mir-548c_hsa-miR-548c-5p",0.00140005507629514,"hsa-miR-548c-5p"
"hsa-mir-520d_hsa-miR-520d-5p",4.23947382053491e-06,"hsa-miR-520d-5p"
"hsa-mir-3130-2_hsa-miR-3130-3p",8.52908459586269e-05,"hsa-miR-3130-3p"
"hsa-mir-1910_hsa-miR-1910-3p",0.000920030008309433,"hsa-miR-1910-3p"
"hsa-mir-196a-1_hsa-miR-196a-5p",0.000252253203682735,"hsa-miR-196a-5p"
"hsa-mir-6885_hsa-miR-6885-5p",6.70738750366091e-05,"hsa-miR-6885-5p"
"hsa-mir-5581_hsa-miR-5581-5p",0.000293973695795702,"hsa-miR-5581-5p"
"hsa-mir-487a_hsa-miR-487a-3p",0.000204665426622379,"hsa-miR-487a-3p"
"hsa-mir-6770-3_hsa-miR-6770-5p",0.000145383785009327,"hsa-miR-6770-5p"
"hsa-mir-371b_hsa-miR-371b-5p",0.000111143069492968,"hsa-miR-371b-5p"
"hsa-mir-6729_hsa-miR-6729-5p",0.000534753028735441,"hsa-miR-6729-5p"
"hsa-mir-4728_hsa-miR-4728-3p",0.000202695363749177,"hsa-miR-4728-3p"
"hsa-mir-4762_hsa-miR-4762-5p",0.000597198590022064,"hsa-miR-4762-5p"
"hsa-mir-3164_hsa-miR-3164",0.00108093375235637,"hsa-miR-3164"
"hsa-mir-519a-1_hsa-miR-519a-5p",0.000754692543549124,"hsa-miR-519a-5p"
"hsa-mir-6883_hsa-miR-6883-3p",0.000242075408791198,"hsa-miR-6883-3p"
"hsa-mir-151b_hsa-miR-151b",0.000349055211796699,"hsa-miR-151b"
"hsa-mir-3934_hsa-miR-3934-5p",0.000265070165759966,"hsa-miR-3934-5p"
"hsa-mir-548av_hsa-miR-548av-5p",0.000294767960767163,"hsa-miR-548av-5p"
"hsa-mir-6859-2_hsa-miR-6859-5p",0.00175671644940518,"hsa-miR-6859-5p"
"hsa-mir-6882_hsa-miR-6882-3p",0.000763519293052531,"hsa-miR-6882-3p"
"hsa-mir-4671_hsa-miR-4671-5p",0.00127171294740362,"hsa-miR-4671-5p"
"hsa-mir-24-2_hsa-miR-24-3p",0.00208567188996233,"hsa-miR-24-3p"
"hsa-mir-4281_hsa-miR-4281",5.01632752410661e-05,"hsa-miR-4281"
"hsa-mir-17_hsa-miR-17-5p",6.78302612898761e-05,"hsa-miR-17-5p"
"hsa-mir-512-2_hsa-miR-512-3p",0.000162248856212804,"hsa-miR-512-3p"
"hsa-mir-4726_hsa-miR-4726-5p",0.00029475542271927,"hsa-miR-4726-5p"
"hsa-mir-3916_hsa-miR-3916",0.000672903564027965,"hsa-miR-3916"
"hsa-mir-6733_hsa-miR-6733-5p",0.000463779699383738,"hsa-miR-6733-5p"
"hsa-mir-184_hsa-miR-184",0.000912419322893484,"hsa-miR-184"
"hsa-mir-4644_hsa-miR-4644",0.000683259613407666,"hsa-miR-4644"
"hsa-mir-19b-1_hsa-miR-19b-3p",0.000273722340639184,"hsa-miR-19b-3p"
"hsa-let-7g_hsa-let-7g-5p",0.000883987494856482,"hsa-let-7g-5p"
"hsa-mir-4533_hsa-miR-4533",0.000585578297042994,"hsa-miR-4533"
"hsa-mir-6721_hsa-miR-6721-5p",0.00110302011229684,"hsa-miR-6721-5p"
"hsa-mir-524_hsa-miR-524-5p",0.000781012240593683,"hsa-miR-524-5p"
"hsa-mir-106a_hsa-miR-106a-5p",0.000388728957890768,"hsa-miR-106a-5p"
"hsa-mir-7110_hsa-miR-7110-3p",0.000209961914880698,"hsa-miR-7110-3p"
"hsa-mir-19b-2_hsa-miR-19b-3p",0.00013174677519695,"hsa-miR-19b-3p"
"hsa-mir-154_hsa-miR-154-3p",0.000250968122915863,"hsa-miR-154-3p"
"hsa-mir-28_hsa-miR-28-3p",0.000225275095470683,"hsa-miR-28-3p"
"hsa-mir-5699_hsa-miR-5699-5p",0.00039160917660751,"hsa-miR-5699-5p"
"hsa-mir-511_hsa-miR-511-5p",0.000235749424364606,"hsa-miR-511-5p"
"hsa-mir-6886_hsa-miR-6886-5p",0.000176279090502389,"hsa-miR-6886-5p"
"hsa-mir-548al_hsa-miR-548al",4.71059610934128e-05,"hsa-miR-548al"
"hsa-mir-9-3_hsa-miR-9-3p",0.00016311005207547,"hsa-miR-9-3p"
"hsa-mir-4800_hsa-miR-4800-5p",0.000169709739356365,"hsa-miR-4800-5p"
"hsa-mir-874_hsa-miR-874-5p",0.000497985940502988,"hsa-miR-874-5p"
"hsa-mir-196a-2_hsa-miR-196a-5p",0.000271893242255543,"hsa-miR-196a-5p"
"hsa-mir-3688-2_hsa-miR-3688-3p",8.71077760607398e-05,"hsa-miR-3688-3p"
"hsa-mir-5187_hsa-miR-5187-5p",0.000783478599895463,"hsa-miR-5187-5p"
"hsa-mir-142_hsa-miR-142-3p",0.00200145940867794,"hsa-miR-142-3p"
"hsa-mir-4745_hsa-miR-4745-3p",0.0002807246220876,"hsa-miR-4745-3p"
"hsa-mir-4632_hsa-miR-4632-3p",0.000883447453628764,"hsa-miR-4632-3p"
"hsa-mir-383_hsa-miR-383-5p",0.000158521029690133,"hsa-miR-383-5p"
"hsa-mir-6770-1_hsa-miR-6770-5p",0.000580827735641923,"hsa-miR-6770-5p"
"hsa-mir-371b_hsa-miR-371b-3p",0.000618473764087881,"hsa-miR-371b-3p"
"hsa-mir-1306_hsa-miR-1306-5p",0.00186466295783398,"hsa-miR-1306-5p"
"hsa-mir-221_hsa-miR-221-3p",0.00159291828137893,"hsa-miR-221-3p"
"hsa-mir-4301_hsa-miR-4301",0.000334854010621806,"hsa-miR-4301"
"hsa-mir-6825_hsa-miR-6825-5p",0.000898382150640057,"hsa-miR-6825-5p"
"hsa-mir-4526_hsa-miR-4526",0.000243391764751942,"hsa-miR-4526"
"hsa-mir-3195_hsa-miR-3195",0.000189697031866262,"hsa-miR-3195"
"hsa-mir-424_hsa-miR-424-5p",0.000548883084381554,"hsa-miR-424-5p"
"hsa-mir-4686_hsa-miR-4686",6.52721886711007e-05,"hsa-miR-4686"
"hsa-mir-4489_hsa-miR-4489",0.00081188311628089,"hsa-miR-4489"
"hsa-mir-3619_hsa-miR-3619-5p",0.000176424497649086,"hsa-miR-3619-5p"
"hsa-mir-548n_hsa-miR-548n",0.000368813658199942,"hsa-miR-548n"
